article,token,ann1,ann2,diff,final,
2016-42-2-245-275,apply,O,O,F,O,
2016-42-2-245-275,automatic,B,B,F,B,
2016-42-2-245-275,clustering,I,I,F,I,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,manual,B,B,F,B,
2016-42-2-245-275,annotations,I,I,F,I,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,We,O,O,F,O,
2016-42-2-245-275,use,O,O,F,O,
2016-42-2-245-275,manual,B,B,F,B,
2016-42-2-245-275,annotations,I,I,F,I,
2016-42-2-245-275,because,O,O,F,O,
2016-42-2-245-275,we,O,O,F,O,
2016-42-2-245-275,want,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,representations,B,O,T,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,instances,B,O,T,B,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,we,O,O,F,O,
2016-42-2-245-275,cluster,B,O,T,B,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,be,O,O,F,O,
2016-42-2-245-275,as,O,O,F,O,
2016-42-2-245-275,informative,B,O,T,B,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,“,B,O,T,O,
2016-42-2-245-275,clean,I,O,T,O,
2016-42-2-245-275,”,I,O,T,O,
2016-42-2-245-275,as,O,O,F,O,
2016-42-2-245-275,possible,O,O,F,O,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,We,O,O,F,O,
2016-42-2-245-275,show,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,when,O,O,F,O,
2016-42-2-245-275,we,O,O,F,O,
2016-42-2-245-275,control,B,O,T,O,
2016-42-2-245-275,for,O,O,F,O,
2016-42-2-245-275,polysemy,B,O,T,B,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,our,O,O,F,O,
2016-42-2-245-275,measures,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,clusterability,B,O,T,B,
2016-42-2-245-275,tend,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,correlate,B,O,T,B,
2016-42-2-245-275,with,O,O,F,O,
2016-42-2-245-275,partitionability,B,B,F,B,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,in,O,O,F,O,
2016-42-2-245-275,particular,O,O,F,O,
2016-42-2-245-275,some,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,type-(1,B,O,T,B,
2016-42-2-245-275,),I,O,T,I,
2016-42-2-245-275,clusterability,I,B,T,I,
2016-42-2-245-275,measures,I,O,T,I,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,these,O,O,F,O,
2016-42-2-245-275,measures,O,O,F,O,
2016-42-2-245-275,outperform,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,baseline,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,relies,O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,amount,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,overlap,O,O,F,O,
2016-42-2-245-275,in,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,soft,B,O,T,B,
2016-42-2-245-275,clustering,I,O,T,I,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-277–306,Most,O,O,F,O,
2016-42-2-277–306,of,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,world,O,O,F,O,
2016-42-2-277–306,languages,O,O,F,O,
2016-42-2-277–306,are,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,statistical,B,B,F,B,
2016-42-2-277–306,machine,I,I,F,I,
2016-42-2-277–306,translation,I,I,F,I,
2016-42-2-277–306,,,O,O,F,O
2016-42-2-277–306,still,O,O,F,O,
2016-42-2-277–306,",",O,O,F,O,
2016-42-2-277–306,many,O,O,F,O,
2016-42-2-277–306,of,O,O,F,O,
2016-42-2-277–306,them,O,O,F,O,
2016-42-2-277–306,are,O,O,F,O,
2016-42-2-277–306,actually,O,O,F,O,
2016-42-2-277–306,related,B,O,T,B,
2016-42-2-277–306,to,O,O,F,O,
2016-42-2-277–306,some,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,rich,I,O,T,I,
2016-42-2-277–306,language,I,O,T,I,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,Thus,O,O,F,O,
2016-42-2-277–306,",",O,O,F,O,
2016-42-2-277–306,we,O,O,F,O,
2016-42-2-277–306,propose,O,O,F,O,
2016-42-2-277–306,three,O,O,F,O,
2016-42-2-277–306,novel,O,O,F,O,
2016-42-2-277–306,",",O,O,F,O,
2016-42-2-277–306,language,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,independent,I,O,T,I,
2016-42-2-277–306,approaches,I,O,T,I,
2016-42-2-277–306,to,O,O,F,O,
2016-42-2-277–306,source,B,O,T,B,
2016-42-2-277–306,language,I,B,T,I,
2016-42-2-277–306,adaptation,I,I,F,I,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,statistical,I,B,T,I,
2016-42-2-277–306,machine,I,I,F,I,
2016-42-2-277–306,translation,I,I,F,I,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,Specifically,O,O,F,O,
2016-42-2-277–306,",",O,O,F,O,
2016-42-2-277–306,we,O,O,F,O,
2016-42-2-277–306,build,O,O,F,O,
2016-42-2-277–306,improved,O,O,F,O,
2016-42-2-277–306,statistical,B,B,F,B,
2016-42-2-277–306,machine,I,I,F,I,
2016-42-2-277–306,translation,I,I,F,I,
2016-42-2-277–306,models,I,O,T,I,
2016-42-2-277–306,from,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,language,I,O,T,I,
2016-42-2-277–306,POOR,B,O,T,B,
2016-42-2-277–306,into,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,target,B,B,F,B,
2016-42-2-277–306,language,I,I,F,I,
2016-42-2-277–306,TGT,I,B,T,I,
2016-42-2-277–306,by,O,O,F,O,
2016-42-2-277–306,adapting,B,O,T,B,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,using,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,large,B,O,T,B,
2016-42-2-277–306,bitext,I,B,T,I,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,related,B,O,T,B,
2016-42-2-277–306,resource,I,O,T,I,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,rich,I,O,T,I,
2016-42-2-277–306,language,I,O,T,I,
2016-42-2-277–306,RICH,B,O,T,I,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,same,O,O,F,O,
2016-42-2-277–306,target,B,B,F,B,
2016-42-2-277–306,language,I,I,F,I,
2016-42-2-277–306,TGT,B,B,F,B,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,We,O,O,F,O,
2016-42-2-277–306,assume,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,small,B,O,T,B,
2016-42-2-277–306,POOR,I,O,T,I,
2016-42-2-277–306,–,I,O,T,I,
2016-42-2-277–306,TGT,I,B,T,I,
2016-42-2-277–306,bitext,I,B,T,I,
2016-42-2-277–306,from,O,O,F,O,
2016-42-2-277–306,which,O,O,F,O,
2016-42-2-277–306,we,O,O,F,O,
2016-42-2-277–306,learn,B,O,T,O,
2016-42-2-277–306,word,B,O,T,O,
2016-42-2-277–306,-,I,O,T,O,
2016-42-2-277–306,level,I,O,T,O,
2016-42-2-277–306,and,I,O,T,O,
2016-42-2-277–306,phrase,I,O,T,O,
2016-42-2-277–306,-,I,O,T,O,
2016-42-2-277–306,level,I,O,T,O,
2016-42-2-277–306,paraphrases,I,O,T,O,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,cross,B,B,F,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,lingual,I,I,F,I,
2016-42-2-277–306,morphological,I,B,T,I,
2016-42-2-277–306,variants,I,O,T,I,
2016-42-2-277–306,between,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,rich,I,O,T,I,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,language,I,O,T,I,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,Our,O,O,F,O,
2016-42-2-277–306,work,O,O,F,O,
2016-42-2-277–306,is,O,O,F,O,
2016-42-2-277–306,of,O,O,F,O,
2016-42-2-277–306,importance,O,O,F,O,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,machine,I,B,T,I,
2016-42-2-277–306,translation,I,I,F,I,
2016-42-2-277–306,because,O,O,F,O,
2016-42-2-277–306,it,O,O,F,O,
2016-42-2-277–306,can,O,O,F,O,
2016-42-2-277–306,provide,O,O,F,O,
2016-42-2-277–306,a,O,O,F,O,
2016-42-2-277–306,useful,O,O,F,O,
2016-42-2-277–306,guideline,B,O,T,B,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,people,O,O,F,O,
2016-42-2-277–306,building,O,O,F,O,
2016-42-2-277–306,machine,B,B,F,B,
2016-42-2-277–306,translation,I,I,F,I,
2016-42-2-277–306,systems,I,O,T,I,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,resource,B,O,T,B,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,poor,I,O,T,I,
2016-42-2-277–306,languages,I,O,T,I,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,Our,O,O,F,O,
2016-42-2-277–306,experiments,O,O,F,O,
2016-42-2-277–306,for,O,O,F,O,
2016-42-2-277–306,Indonesian,O,O,F,O,
2016-42-2-277–306,/,O,O,F,O,
2016-42-2-277–306,Malay,O,O,F,O,
2016-42-2-277–306,–,O,O,F,O,
2016-42-2-277–306,English,O,O,F,O,
2016-42-2-277–306,translation,O,B,T,O,
2016-42-2-277–306,show,O,O,F,O,
2016-42-2-277–306,that,O,O,F,O,
2016-42-2-277–306,using,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,large,B,O,T,B,
2016-42-2-277–306,adapted,I,O,T,I,
2016-42-2-277–306,resource,I,O,T,I,
2016-42-2-277–306,-,I,O,T,I,
2016-42-2-277–306,rich,I,O,T,I,
2016-42-2-277–306,bitext,I,B,T,I,
2016-42-2-277–306,yields,O,O,F,O,
2016-42-2-277–306,7.26,O,O,F,O,
2016-42-2-277–306,BLEU,B,B,F,B,
2016-42-2-277–306,points,O,O,F,O,
2016-42-2-277–306,of,O,O,F,O,
2016-42-2-277–306,improvement,O,O,F,O,
2016-42-2-277–306,over,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,unadapted,B,O,T,O,
2016-42-2-277–306,one,O,O,F,O,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,3.09,O,O,F,O,
2016-42-2-277–306,BLEU,B,B,F,B,
2016-42-2-277–306,points,O,O,F,O,
2016-42-2-277–306,over,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,original,O,O,F,O,
2016-42-2-277–306,small,B,O,T,O,
2016-42-2-277–306,bitext,I,B,T,O,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,Moreover,O,O,F,O,
2016-42-2-277–306,",",O,O,F,O,
2016-42-2-277–306,combining,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,small,B,O,T,B,
2016-42-2-277–306,POOR,I,O,T,I,
2016-42-2-277–306,–,I,O,T,I,
2016-42-2-277–306,TGT,I,O,T,I,
2016-42-2-277–306,bitext,I,O,T,I,
2016-42-2-277–306,with,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,adapted,B,O,T,B,
2016-42-2-277–306,bitext,I,B,T,I,
2016-42-2-277–306,outperforms,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,corresponding,O,O,F,O,
2016-42-2-277–306,combinations,O,O,F,O,
2016-42-2-277–306,with,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,unadapted,B,O,T,B,
2016-42-2-277–306,bitext,I,B,T,I,
2016-42-2-277–306,by,O,O,F,O,
2016-42-2-277–306,1.93–3.25,O,O,F,O,
2016-42-2-277–306,BLEU,B,B,F,B,
2016-42-2-277–306,points,O,O,F,O,
2016-42-2-277–306,.,O,O,F,O,
2016-42-2-277–306,We,O,O,F,O,
2016-42-2-277–306,also,O,O,F,O,
2016-42-2-277–306,demonstrate,O,O,F,O,
2016-42-2-277–306,the,O,O,F,O,
2016-42-2-277–306,applicability,B,O,T,O,
2016-42-2-277–306,of,O,O,F,O,
2016-42-2-277–306,our,O,O,F,O,
2016-42-2-277–306,approaches,O,O,F,O,
2016-42-2-277–306,to,O,O,F,O,
2016-42-2-277–306,other,O,O,F,O,
2016-42-2-277–306,languages,O,O,F,O,
2016-42-2-277–306,and,O,O,F,O,
2016-42-2-277–306,domains,B,O,T,B,
2016-42-2-277–306,.,O,O,F,O,
